Country,REF_AREA,Indicator,Time period, Child Mortality Rate,UNIT_MEASURE:Unit of measure
Cape Verde,CPV, Child mortality rate (aged 1-4 years),2000,7.270604262,D_PER_1000_1: Deaths per 1000 children aged 1
Cape Verde,CPV, Child mortality rate (aged 1-4 years),2005,4.649509368,D_PER_1000_1: Deaths per 1000 children aged 1
Cape Verde,CPV, Child mortality rate (aged 1-4 years),2010,4.279901162,D_PER_1000_1: Deaths per 1000 children aged 1
Cape Verde,CPV, Child mortality rate (aged 1-4 years),2015,2.908298407,D_PER_1000_1: Deaths per 1000 children aged 1
Cape Verde,CPV, Child mortality rate (aged 1-4 years),2017,2.422123663,D_PER_1000_1: Deaths per 1000 children aged 1
Cape Verde,CPV, Child mortality rate (aged 1-4 years),2019,2.116856369,D_PER_1000_1: Deaths per 1000 children aged 1
Costa Rica,CRI, Child mortality rate (aged 1-4 years),2000,2.006094398,D_PER_1000_1: Deaths per 1000 children aged 1
Costa Rica,CRI, Child mortality rate (aged 1-4 years),2005,1.476948749,D_PER_1000_1: Deaths per 1000 children aged 1
Costa Rica,CRI, Child mortality rate (aged 1-4 years),2010,1.37510304,D_PER_1000_1: Deaths per 1000 children aged 1
Costa Rica,CRI, Child mortality rate (aged 1-4 years),2015,1.393648727,D_PER_1000_1: Deaths per 1000 children aged 1
Costa Rica,CRI, Child mortality rate (aged 1-4 years),2017,1.137911655,D_PER_1000_1: Deaths per 1000 children aged 1
Costa Rica,CRI, Child mortality rate (aged 1-4 years),2019,1.040829777,D_PER_1000_1: Deaths per 1000 children aged 1
Cuba,CUB, Child mortality rate (aged 1-4 years),2000,1.803423061,D_PER_1000_1: Deaths per 1000 children aged 1
Cuba,CUB, Child mortality rate (aged 1-4 years),2005,1.507781326,D_PER_1000_1: Deaths per 1000 children aged 1
Cuba,CUB, Child mortality rate (aged 1-4 years),2010,1.29662857,D_PER_1000_1: Deaths per 1000 children aged 1
Cuba,CUB, Child mortality rate (aged 1-4 years),2015,1.148154487,D_PER_1000_1: Deaths per 1000 children aged 1
Cuba,CUB, Child mortality rate (aged 1-4 years),2017,1.10167708,D_PER_1000_1: Deaths per 1000 children aged 1
Cuba,CUB, Child mortality rate (aged 1-4 years),2019,1.057862488,D_PER_1000_1: Deaths per 1000 children aged 1
Cyprus,CYP, Child mortality rate (aged 1-4 years),2000,0.839819309,D_PER_1000_1: Deaths per 1000 children aged 1
Cyprus,CYP, Child mortality rate (aged 1-4 years),2005,0.644675532,D_PER_1000_1: Deaths per 1000 children aged 1
Cyprus,CYP, Child mortality rate (aged 1-4 years),2010,0.526002643,D_PER_1000_1: Deaths per 1000 children aged 1
Cyprus,CYP, Child mortality rate (aged 1-4 years),2015,0.45999901,D_PER_1000_1: Deaths per 1000 children aged 1
Cyprus,CYP, Child mortality rate (aged 1-4 years),2017,0.467046562,D_PER_1000_1: Deaths per 1000 children aged 1
Cyprus,CYP, Child mortality rate (aged 1-4 years),2019,0.490781942,D_PER_1000_1: Deaths per 1000 children aged 1
Czech Republic,CZE, Child mortality rate (aged 1-4 years),2000,0.972800145,D_PER_1000_1: Deaths per 1000 children aged 1
Czech Republic,CZE, Child mortality rate (aged 1-4 years),2005,0.814561865,D_PER_1000_1: Deaths per 1000 children aged 1
Czech Republic,CZE, Child mortality rate (aged 1-4 years),2010,0.65342262,D_PER_1000_1: Deaths per 1000 children aged 1
Czech Republic,CZE, Child mortality rate (aged 1-4 years),2015,0.62022582,D_PER_1000_1: Deaths per 1000 children aged 1
Czech Republic,CZE, Child mortality rate (aged 1-4 years),2017,0.625025659,D_PER_1000_1: Deaths per 1000 children aged 1
Czech Republic,CZE, Child mortality rate (aged 1-4 years),2019,0.597702308,D_PER_1000_1: Deaths per 1000 children aged 1
Germany,DEU, Child mortality rate (aged 1-4 years),2000,0.978842443,D_PER_1000_1: Deaths per 1000 children aged 1
Germany,DEU, Child mortality rate (aged 1-4 years),2005,0.83248237,D_PER_1000_1: Deaths per 1000 children aged 1
Germany,DEU, Child mortality rate (aged 1-4 years),2010,0.702945277,D_PER_1000_1: Deaths per 1000 children aged 1
Germany,DEU, Child mortality rate (aged 1-4 years),2015,0.629406826,D_PER_1000_1: Deaths per 1000 children aged 1
Germany,DEU, Child mortality rate (aged 1-4 years),2017,0.604282536,D_PER_1000_1: Deaths per 1000 children aged 1
Germany,DEU, Child mortality rate (aged 1-4 years),2019,0.571108248,D_PER_1000_1: Deaths per 1000 children aged 1
Djibouti,DJI, Child mortality rate (aged 1-4 years),2000,22.79052085,D_PER_1000_1: Deaths per 1000 children aged 1
Djibouti,DJI, Child mortality rate (aged 1-4 years),2005,18.72933137,D_PER_1000_1: Deaths per 1000 children aged 1
Djibouti,DJI, Child mortality rate (aged 1-4 years),2010,14.98924634,D_PER_1000_1: Deaths per 1000 children aged 1
Djibouti,DJI, Child mortality rate (aged 1-4 years),2015,11.79240007,D_PER_1000_1: Deaths per 1000 children aged 1
Djibouti,DJI, Child mortality rate (aged 1-4 years),2017,10.74969357,D_PER_1000_1: Deaths per 1000 children aged 1
Djibouti,DJI, Child mortality rate (aged 1-4 years),2019,9.648472912,D_PER_1000_1: Deaths per 1000 children aged 1
Denmark,DNK, Child mortality rate (aged 1-4 years),2000,0.956643959,D_PER_1000_1: Deaths per 1000 children aged 1
Denmark,DNK, Child mortality rate (aged 1-4 years),2005,0.78699502,D_PER_1000_1: Deaths per 1000 children aged 1
Denmark,DNK, Child mortality rate (aged 1-4 years),2010,0.632183127,D_PER_1000_1: Deaths per 1000 children aged 1
Denmark,DNK, Child mortality rate (aged 1-4 years),2015,0.584577062,D_PER_1000_1: Deaths per 1000 children aged 1
Denmark,DNK, Child mortality rate (aged 1-4 years),2017,0.554420073,D_PER_1000_1: Deaths per 1000 children aged 1
Denmark,DNK, Child mortality rate (aged 1-4 years),2019,0.514362337,D_PER_1000_1: Deaths per 1000 children aged 1
Dominican Republic,DOM, Child mortality rate (aged 1-4 years),2000,7.836199805,D_PER_1000_1: Deaths per 1000 children aged 1
Dominican Republic,DOM, Child mortality rate (aged 1-4 years),2005,6.81271795,D_PER_1000_1: Deaths per 1000 children aged 1
Dominican Republic,DOM, Child mortality rate (aged 1-4 years),2010,6.456621938,D_PER_1000_1: Deaths per 1000 children aged 1
Dominican Republic,DOM, Child mortality rate (aged 1-4 years),2015,6.415001544,D_PER_1000_1: Deaths per 1000 children aged 1
Dominican Republic,DOM, Child mortality rate (aged 1-4 years),2017,6.404003413,D_PER_1000_1: Deaths per 1000 children aged 1
Dominican Republic,DOM, Child mortality rate (aged 1-4 years),2019,6.209765444,D_PER_1000_1: Deaths per 1000 children aged 1
Algeria,DZA, Child mortality rate (aged 1-4 years),2000,6.323886762,D_PER_1000_1: Deaths per 1000 children aged 1
Algeria,DZA, Child mortality rate (aged 1-4 years),2005,4.91908417,D_PER_1000_1: Deaths per 1000 children aged 1
Algeria,DZA, Child mortality rate (aged 1-4 years),2010,4.018620347,D_PER_1000_1: Deaths per 1000 children aged 1
Algeria,DZA, Child mortality rate (aged 1-4 years),2015,3.661347151,D_PER_1000_1: Deaths per 1000 children aged 1
Algeria,DZA, Child mortality rate (aged 1-4 years),2017,3.543850174,D_PER_1000_1: Deaths per 1000 children aged 1
Algeria,DZA, Child mortality rate (aged 1-4 years),2019,3.39640461,D_PER_1000_1: Deaths per 1000 children aged 1
Ecuador,ECU, Child mortality rate (aged 1-4 years),2000,5.023082632,D_PER_1000_1: Deaths per 1000 children aged 1
Ecuador,ECU, Child mortality rate (aged 1-4 years),2005,3.635835931,D_PER_1000_1: Deaths per 1000 children aged 1
Ecuador,ECU, Child mortality rate (aged 1-4 years),2010,2.772576317,D_PER_1000_1: Deaths per 1000 children aged 1
Ecuador,ECU, Child mortality rate (aged 1-4 years),2015,2.17361069,D_PER_1000_1: Deaths per 1000 children aged 1
Ecuador,ECU, Child mortality rate (aged 1-4 years),2017,2.024361618,D_PER_1000_1: Deaths per 1000 children aged 1
Ecuador,ECU, Child mortality rate (aged 1-4 years),2019,1.887836767,D_PER_1000_1: Deaths per 1000 children aged 1
Egypt,EGY, Child mortality rate (aged 1-4 years),2000,9.880801691,D_PER_1000_1: Deaths per 1000 children aged 1
Egypt,EGY, Child mortality rate (aged 1-4 years),2005,6.635597876,D_PER_1000_1: Deaths per 1000 children aged 1
Egypt,EGY, Child mortality rate (aged 1-4 years),2010,4.825675328,D_PER_1000_1: Deaths per 1000 children aged 1
Egypt,EGY, Child mortality rate (aged 1-4 years),2015,3.615854466,D_PER_1000_1: Deaths per 1000 children aged 1
Egypt,EGY, Child mortality rate (aged 1-4 years),2017,3.282817231,D_PER_1000_1: Deaths per 1000 children aged 1
Egypt,EGY, Child mortality rate (aged 1-4 years),2019,3.009368335,D_PER_1000_1: Deaths per 1000 children aged 1
Eritrea,ERI, Child mortality rate (aged 1-4 years),2000,30.94620213,D_PER_1000_1: Deaths per 1000 children aged 1
Eritrea,ERI, Child mortality rate (aged 1-4 years),2005,22.49945343,D_PER_1000_1: Deaths per 1000 children aged 1
Eritrea,ERI, Child mortality rate (aged 1-4 years),2010,16.73596966,D_PER_1000_1: Deaths per 1000 children aged 1
Eritrea,ERI, Child mortality rate (aged 1-4 years),2015,12.79614905,D_PER_1000_1: Deaths per 1000 children aged 1
Eritrea,ERI, Child mortality rate (aged 1-4 years),2017,11.53173616,D_PER_1000_1: Deaths per 1000 children aged 1
Eritrea,ERI, Child mortality rate (aged 1-4 years),2019,10.37080436,D_PER_1000_1: Deaths per 1000 children aged 1
Spain,ESP, Child mortality rate (aged 1-4 years),2000,1.077108598,D_PER_1000_1: Deaths per 1000 children aged 1
Spain,ESP, Child mortality rate (aged 1-4 years),2005,0.891300405,D_PER_1000_1: Deaths per 1000 children aged 1
Spain,ESP, Child mortality rate (aged 1-4 years),2010,0.694680589,D_PER_1000_1: Deaths per 1000 children aged 1
Spain,ESP, Child mortality rate (aged 1-4 years),2015,0.563813882,D_PER_1000_1: Deaths per 1000 children aged 1
Spain,ESP, Child mortality rate (aged 1-4 years),2017,0.538434416,D_PER_1000_1: Deaths per 1000 children aged 1
Spain,ESP, Child mortality rate (aged 1-4 years),2019,0.51559623,D_PER_1000_1: Deaths per 1000 children aged 1
Estonia,EST, Child mortality rate (aged 1-4 years),2000,2.324720516,D_PER_1000_1: Deaths per 1000 children aged 1
Estonia,EST, Child mortality rate (aged 1-4 years),2005,1.516605652,D_PER_1000_1: Deaths per 1000 children aged 1
Estonia,EST, Child mortality rate (aged 1-4 years),2010,0.990340154,D_PER_1000_1: Deaths per 1000 children aged 1
Estonia,EST, Child mortality rate (aged 1-4 years),2015,0.684271482,D_PER_1000_1: Deaths per 1000 children aged 1
Estonia,EST, Child mortality rate (aged 1-4 years),2017,0.590198361,D_PER_1000_1: Deaths per 1000 children aged 1
Estonia,EST, Child mortality rate (aged 1-4 years),2019,0.508645603,D_PER_1000_1: Deaths per 1000 children aged 1
Ethiopia,ETH, Child mortality rate (aged 1-4 years),2000,58.52949409,D_PER_1000_1: Deaths per 1000 children aged 1
Ethiopia,ETH, Child mortality rate (aged 1-4 years),2005,42.32273194,D_PER_1000_1: Deaths per 1000 children aged 1
Ethiopia,ETH, Child mortality rate (aged 1-4 years),2010,29.31059718,D_PER_1000_1: Deaths per 1000 children aged 1
Ethiopia,ETH, Child mortality rate (aged 1-4 years),2015,20.01266177,D_PER_1000_1: Deaths per 1000 children aged 1
Ethiopia,ETH, Child mortality rate (aged 1-4 years),2017,17.07828739,D_PER_1000_1: Deaths per 1000 children aged 1
Ethiopia,ETH, Child mortality rate (aged 1-4 years),2019,14.7777146,D_PER_1000_1: Deaths per 1000 children aged 1
Finland,FIN, Child mortality rate (aged 1-4 years),2000,0.760964629,D_PER_1000_1: Deaths per 1000 children aged 1
Finland,FIN, Child mortality rate (aged 1-4 years),2005,0.669653389,D_PER_1000_1: Deaths per 1000 children aged 1
Finland,FIN, Child mortality rate (aged 1-4 years),2010,0.54286597,D_PER_1000_1: Deaths per 1000 children aged 1
Finland,FIN, Child mortality rate (aged 1-4 years),2015,0.447667936,D_PER_1000_1: Deaths per 1000 children aged 1
Finland,FIN, Child mortality rate (aged 1-4 years),2017,0.427107063,D_PER_1000_1: Deaths per 1000 children aged 1
Finland,FIN, Child mortality rate (aged 1-4 years),2019,0.409261374,D_PER_1000_1: Deaths per 1000 children aged 1
Fiji,FJI, Child mortality rate (aged 1-4 years),2000,3.435299097,D_PER_1000_1: Deaths per 1000 children aged 1
Fiji,FJI, Child mortality rate (aged 1-4 years),2005,3.582329969,D_PER_1000_1: Deaths per 1000 children aged 1
Fiji,FJI, Child mortality rate (aged 1-4 years),2010,3.679889699,D_PER_1000_1: Deaths per 1000 children aged 1
Fiji,FJI, Child mortality rate (aged 1-4 years),2015,3.844219656,D_PER_1000_1: Deaths per 1000 children aged 1
Fiji,FJI, Child mortality rate (aged 1-4 years),2017,4.086723262,D_PER_1000_1: Deaths per 1000 children aged 1
Fiji,FJI, Child mortality rate (aged 1-4 years),2019,4.391655709,D_PER_1000_1: Deaths per 1000 children aged 1
France,FRA, Child mortality rate (aged 1-4 years),2000,1.307166799,D_PER_1000_1: Deaths per 1000 children aged 1
France,FRA, Child mortality rate (aged 1-4 years),2005,1.295300291,D_PER_1000_1: Deaths per 1000 children aged 1
France,FRA, Child mortality rate (aged 1-4 years),2010,1.101456846,D_PER_1000_1: Deaths per 1000 children aged 1
France,FRA, Child mortality rate (aged 1-4 years),2015,0.98463319,D_PER_1000_1: Deaths per 1000 children aged 1
France,FRA, Child mortality rate (aged 1-4 years),2017,0.961080426,D_PER_1000_1: Deaths per 1000 children aged 1
France,FRA, Child mortality rate (aged 1-4 years),2019,0.939249871,D_PER_1000_1: Deaths per 1000 children aged 1
"Micronesia, Federated States of",FSM, Child mortality rate (aged 1-4 years),2000,7.376476561,D_PER_1000_1: Deaths per 1000 children aged 1
"Micronesia, Federated States of",FSM, Child mortality rate (aged 1-4 years),2005,6.676090929,D_PER_1000_1: Deaths per 1000 children aged 1
"Micronesia, Federated States of",FSM, Child mortality rate (aged 1-4 years),2010,6.247650942,D_PER_1000_1: Deaths per 1000 children aged 1
"Micronesia, Federated States of",FSM, Child mortality rate (aged 1-4 years),2015,5.151866945,D_PER_1000_1: Deaths per 1000 children aged 1
"Micronesia, Federated States of",FSM, Child mortality rate (aged 1-4 years),2017,4.689412368,D_PER_1000_1: Deaths per 1000 children aged 1
"Micronesia, Federated States of",FSM, Child mortality rate (aged 1-4 years),2019,4.265531434,D_PER_1000_1: Deaths per 1000 children aged 1
Gabon,GAB, Child mortality rate (aged 1-4 years),2000,32.56568827,D_PER_1000_1: Deaths per 1000 children aged 1
Gabon,GAB, Child mortality rate (aged 1-4 years),2005,27.86482342,D_PER_1000_1: Deaths per 1000 children aged 1
Gabon,GAB, Child mortality rate (aged 1-4 years),2010,21.19109931,D_PER_1000_1: Deaths per 1000 children aged 1
Gabon,GAB, Child mortality rate (aged 1-4 years),2015,15.63992769,D_PER_1000_1: Deaths per 1000 children aged 1
Gabon,GAB, Child mortality rate (aged 1-4 years),2017,13.8084052,D_PER_1000_1: Deaths per 1000 children aged 1
Gabon,GAB, Child mortality rate (aged 1-4 years),2019,12.43588366,D_PER_1000_1: Deaths per 1000 children aged 1
United Kingdom,GBR, Child mortality rate (aged 1-4 years),2000,0.992725698,D_PER_1000_1: Deaths per 1000 children aged 1
United Kingdom,GBR, Child mortality rate (aged 1-4 years),2005,0.892483197,D_PER_1000_1: Deaths per 1000 children aged 1
United Kingdom,GBR, Child mortality rate (aged 1-4 years),2010,0.737600123,D_PER_1000_1: Deaths per 1000 children aged 1
United Kingdom,GBR, Child mortality rate (aged 1-4 years),2015,0.609550761,D_PER_1000_1: Deaths per 1000 children aged 1
United Kingdom,GBR, Child mortality rate (aged 1-4 years),2017,0.586975648,D_PER_1000_1: Deaths per 1000 children aged 1
United Kingdom,GBR, Child mortality rate (aged 1-4 years),2019,0.565040486,D_PER_1000_1: Deaths per 1000 children aged 1
Georgia,GEO, Child mortality rate (aged 1-4 years),2000,4.873716953,D_PER_1000_1: Deaths per 1000 children aged 1
Georgia,GEO, Child mortality rate (aged 1-4 years),2005,2.666940554,D_PER_1000_1: Deaths per 1000 children aged 1
Georgia,GEO, Child mortality rate (aged 1-4 years),2010,1.528461006,D_PER_1000_1: Deaths per 1000 children aged 1
Georgia,GEO, Child mortality rate (aged 1-4 years),2015,1.163700626,D_PER_1000_1: Deaths per 1000 children aged 1
Georgia,GEO, Child mortality rate (aged 1-4 years),2017,1.111567208,D_PER_1000_1: Deaths per 1000 children aged 1
Georgia,GEO, Child mortality rate (aged 1-4 years),2019,1.079433709,D_PER_1000_1: Deaths per 1000 children aged 1
Ghana,GHA, Child mortality rate (aged 1-4 years),2000,38.00540248,D_PER_1000_1: Deaths per 1000 children aged 1
Ghana,GHA, Child mortality rate (aged 1-4 years),2005,30.00603232,D_PER_1000_1: Deaths per 1000 children aged 1
Ghana,GHA, Child mortality rate (aged 1-4 years),2010,23.55436216,D_PER_1000_1: Deaths per 1000 children aged 1
Ghana,GHA, Child mortality rate (aged 1-4 years),2015,16.8095583,D_PER_1000_1: Deaths per 1000 children aged 1
Ghana,GHA, Child mortality rate (aged 1-4 years),2017,14.85056271,D_PER_1000_1: Deaths per 1000 children aged 1
Ghana,GHA, Child mortality rate (aged 1-4 years),2019,13.1598139,D_PER_1000_1: Deaths per 1000 children aged 1
Guinea,GIN, Child mortality rate (aged 1-4 years),2000,72.21403485,D_PER_1000_1: Deaths per 1000 children aged 1
Guinea,GIN, Child mortality rate (aged 1-4 years),2005,56.81985623,D_PER_1000_1: Deaths per 1000 children aged 1
Guinea,GIN, Child mortality rate (aged 1-4 years),2010,48.87659609,D_PER_1000_1: Deaths per 1000 children aged 1
Guinea,GIN, Child mortality rate (aged 1-4 years),2015,43.88446597,D_PER_1000_1: Deaths per 1000 children aged 1
Guinea,GIN, Child mortality rate (aged 1-4 years),2017,42.03854576,D_PER_1000_1: Deaths per 1000 children aged 1
Guinea,GIN, Child mortality rate (aged 1-4 years),2019,39.92463752,D_PER_1000_1: Deaths per 1000 children aged 1
Gambia,GMB, Child mortality rate (aged 1-4 years),2000,55.3787377,D_PER_1000_1: Deaths per 1000 children aged 1
Gambia,GMB, Child mortality rate (aged 1-4 years),2005,40.76188658,D_PER_1000_1: Deaths per 1000 children aged 1
Gambia,GMB, Child mortality rate (aged 1-4 years),2010,29.38887371,D_PER_1000_1: Deaths per 1000 children aged 1
Gambia,GMB, Child mortality rate (aged 1-4 years),2015,21.10715395,D_PER_1000_1: Deaths per 1000 children aged 1
Gambia,GMB, Child mortality rate (aged 1-4 years),2017,18.49032234,D_PER_1000_1: Deaths per 1000 children aged 1
Gambia,GMB, Child mortality rate (aged 1-4 years),2019,16.29351693,D_PER_1000_1: Deaths per 1000 children aged 1
Guinea-Bissau,GNB, Child mortality rate (aged 1-4 years),2000,77.2926319,D_PER_1000_1: Deaths per 1000 children aged 1
Guinea-Bissau,GNB, Child mortality rate (aged 1-4 years),2005,61.05806539,D_PER_1000_1: Deaths per 1000 children aged 1
Guinea-Bissau,GNB, Child mortality rate (aged 1-4 years),2010,45.05193384,D_PER_1000_1: Deaths per 1000 children aged 1
Guinea-Bissau,GNB, Child mortality rate (aged 1-4 years),2015,33.99375836,D_PER_1000_1: Deaths per 1000 children aged 1
Guinea-Bissau,GNB, Child mortality rate (aged 1-4 years),2017,30.94056264,D_PER_1000_1: Deaths per 1000 children aged 1
Guinea-Bissau,GNB, Child mortality rate (aged 1-4 years),2019,28.09568922,D_PER_1000_1: Deaths per 1000 children aged 1
Equatorial Guinea,GNQ, Child mortality rate (aged 1-4 years),2000,54.38804188,D_PER_1000_1: Deaths per 1000 children aged 1
Equatorial Guinea,GNQ, Child mortality rate (aged 1-4 years),2005,44.44536807,D_PER_1000_1: Deaths per 1000 children aged 1
Equatorial Guinea,GNQ, Child mortality rate (aged 1-4 years),2010,34.9007428,D_PER_1000_1: Deaths per 1000 children aged 1
Equatorial Guinea,GNQ, Child mortality rate (aged 1-4 years),2015,27.63354929,D_PER_1000_1: Deaths per 1000 children aged 1
Equatorial Guinea,GNQ, Child mortality rate (aged 1-4 years),2017,25.12971053,D_PER_1000_1: Deaths per 1000 children aged 1
Equatorial Guinea,GNQ, Child mortality rate (aged 1-4 years),2019,22.82914754,D_PER_1000_1: Deaths per 1000 children aged 1
Greece,GRC, Child mortality rate (aged 1-4 years),2000,0.801673398,D_PER_1000_1: Deaths per 1000 children aged 1
Greece,GRC, Child mortality rate (aged 1-4 years),2005,0.565582665,D_PER_1000_1: Deaths per 1000 children aged 1
Greece,GRC, Child mortality rate (aged 1-4 years),2010,0.478748046,D_PER_1000_1: Deaths per 1000 children aged 1
Greece,GRC, Child mortality rate (aged 1-4 years),2015,0.532315863,D_PER_1000_1: Deaths per 1000 children aged 1
Greece,GRC, Child mortality rate (aged 1-4 years),2017,0.525775812,D_PER_1000_1: Deaths per 1000 children aged 1
Greece,GRC, Child mortality rate (aged 1-4 years),2019,0.48723847,D_PER_1000_1: Deaths per 1000 children aged 1
Grenada,GRD, Child mortality rate (aged 1-4 years),2000,2.585097208,D_PER_1000_1: Deaths per 1000 children aged 1
Grenada,GRD, Child mortality rate (aged 1-4 years),2005,2.29720052,D_PER_1000_1: Deaths per 1000 children aged 1
Grenada,GRD, Child mortality rate (aged 1-4 years),2010,2.114394232,D_PER_1000_1: Deaths per 1000 children aged 1
Grenada,GRD, Child mortality rate (aged 1-4 years),2015,2.004698721,D_PER_1000_1: Deaths per 1000 children aged 1
Grenada,GRD, Child mortality rate (aged 1-4 years),2017,1.946097335,D_PER_1000_1: Deaths per 1000 children aged 1
Grenada,GRD, Child mortality rate (aged 1-4 years),2019,1.877556074,D_PER_1000_1: Deaths per 1000 children aged 1
Guatemala,GTM, Child mortality rate (aged 1-4 years),2000,11.63536821,D_PER_1000_1: Deaths per 1000 children aged 1
Guatemala,GTM, Child mortality rate (aged 1-4 years),2005,8.640038172,D_PER_1000_1: Deaths per 1000 children aged 1
Guatemala,GTM, Child mortality rate (aged 1-4 years),2010,6.340931471,D_PER_1000_1: Deaths per 1000 children aged 1
Guatemala,GTM, Child mortality rate (aged 1-4 years),2015,4.733190832,D_PER_1000_1: Deaths per 1000 children aged 1
Guatemala,GTM, Child mortality rate (aged 1-4 years),2017,4.252289533,D_PER_1000_1: Deaths per 1000 children aged 1
Guatemala,GTM, Child mortality rate (aged 1-4 years),2019,3.862849207,D_PER_1000_1: Deaths per 1000 children aged 1
Guyana,GUY, Child mortality rate (aged 1-4 years),2000,9.849048908,D_PER_1000_1: Deaths per 1000 children aged 1
Guyana,GUY, Child mortality rate (aged 1-4 years),2005,8.242646364,D_PER_1000_1: Deaths per 1000 children aged 1
Guyana,GUY, Child mortality rate (aged 1-4 years),2010,7.060570192,D_PER_1000_1: Deaths per 1000 children aged 1
Guyana,GUY, Child mortality rate (aged 1-4 years),2015,5.897407873,D_PER_1000_1: Deaths per 1000 children aged 1
Guyana,GUY, Child mortality rate (aged 1-4 years),2017,5.432269753,D_PER_1000_1: Deaths per 1000 children aged 1
Guyana,GUY, Child mortality rate (aged 1-4 years),2019,4.977445469,D_PER_1000_1: Deaths per 1000 children aged 1
Honduras,HND, Child mortality rate (aged 1-4 years),2000,7.0901969,D_PER_1000_1: Deaths per 1000 children aged 1
Honduras,HND, Child mortality rate (aged 1-4 years),2005,5.121580074,D_PER_1000_1: Deaths per 1000 children aged 1
Honduras,HND, Child mortality rate (aged 1-4 years),2010,3.882146549,D_PER_1000_1: Deaths per 1000 children aged 1
Honduras,HND, Child mortality rate (aged 1-4 years),2015,3.051114386,D_PER_1000_1: Deaths per 1000 children aged 1
Honduras,HND, Child mortality rate (aged 1-4 years),2017,2.787234996,D_PER_1000_1: Deaths per 1000 children aged 1
Honduras,HND, Child mortality rate (aged 1-4 years),2019,2.556820344,D_PER_1000_1: Deaths per 1000 children aged 1
Croatia,HRV, Child mortality rate (aged 1-4 years),2000,1.149633555,D_PER_1000_1: Deaths per 1000 children aged 1
Croatia,HRV, Child mortality rate (aged 1-4 years),2005,0.955642403,D_PER_1000_1: Deaths per 1000 children aged 1
Croatia,HRV, Child mortality rate (aged 1-4 years),2010,0.800406242,D_PER_1000_1: Deaths per 1000 children aged 1
Croatia,HRV, Child mortality rate (aged 1-4 years),2015,0.738312414,D_PER_1000_1: Deaths per 1000 children aged 1
Croatia,HRV, Child mortality rate (aged 1-4 years),2017,0.72958696,D_PER_1000_1: Deaths per 1000 children aged 1
Croatia,HRV, Child mortality rate (aged 1-4 years),2019,0.723526651,D_PER_1000_1: Deaths per 1000 children aged 1
Haiti,HTI, Child mortality rate (aged 1-4 years),2000,31.80391896,D_PER_1000_1: Deaths per 1000 children aged 1
Haiti,HTI, Child mortality rate (aged 1-4 years),2005,25.90249192,D_PER_1000_1: Deaths per 1000 children aged 1
Haiti,HTI, Child mortality rate (aged 1-4 years),2010,58.23036144,D_PER_1000_1: Deaths per 1000 children aged 1
Haiti,HTI, Child mortality rate (aged 1-4 years),2015,18.11911396,D_PER_1000_1: Deaths per 1000 children aged 1
Haiti,HTI, Child mortality rate (aged 1-4 years),2017,16.66258685,D_PER_1000_1: Deaths per 1000 children aged 1
Haiti,HTI, Child mortality rate (aged 1-4 years),2019,15.21478636,D_PER_1000_1: Deaths per 1000 children aged 1
Hungary,HUN, Child mortality rate (aged 1-4 years),2000,1.473335037,D_PER_1000_1: Deaths per 1000 children aged 1
Hungary,HUN, Child mortality rate (aged 1-4 years),2005,1.15273291,D_PER_1000_1: Deaths per 1000 children aged 1
Hungary,HUN, Child mortality rate (aged 1-4 years),2010,0.947118105,D_PER_1000_1: Deaths per 1000 children aged 1
Hungary,HUN, Child mortality rate (aged 1-4 years),2015,0.828761684,D_PER_1000_1: Deaths per 1000 children aged 1
Hungary,HUN, Child mortality rate (aged 1-4 years),2017,0.740811852,D_PER_1000_1: Deaths per 1000 children aged 1
Hungary,HUN, Child mortality rate (aged 1-4 years),2019,0.697309186,D_PER_1000_1: Deaths per 1000 children aged 1
Indonesia,IDN, Child mortality rate (aged 1-4 years),2000,11.67075185,D_PER_1000_1: Deaths per 1000 children aged 1
Indonesia,IDN, Child mortality rate (aged 1-4 years),2005,8.325636808,D_PER_1000_1: Deaths per 1000 children aged 1
Indonesia,IDN, Child mortality rate (aged 1-4 years),2010,6.085068615,D_PER_1000_1: Deaths per 1000 children aged 1
Indonesia,IDN, Child mortality rate (aged 1-4 years),2015,4.565914142,D_PER_1000_1: Deaths per 1000 children aged 1
Indonesia,IDN, Child mortality rate (aged 1-4 years),2017,4.079236053,D_PER_1000_1: Deaths per 1000 children aged 1
Indonesia,IDN, Child mortality rate (aged 1-4 years),2019,3.686272199,D_PER_1000_1: Deaths per 1000 children aged 1
India,IND, Child mortality rate (aged 1-4 years),2000,26.76383876,D_PER_1000_1: Deaths per 1000 children aged 1
India,IND, Child mortality rate (aged 1-4 years),2005,19.81626055,D_PER_1000_1: Deaths per 1000 children aged 1
India,IND, Child mortality rate (aged 1-4 years),2010,13.66484173,D_PER_1000_1: Deaths per 1000 children aged 1
India,IND, Child mortality rate (aged 1-4 years),2015,8.904331343,D_PER_1000_1: Deaths per 1000 children aged 1
India,IND, Child mortality rate (aged 1-4 years),2017,7.434031957,D_PER_1000_1: Deaths per 1000 children aged 1
India,IND, Child mortality rate (aged 1-4 years),2019,6.206782266,D_PER_1000_1: Deaths per 1000 children aged 1
Ireland,IRL, Child mortality rate (aged 1-4 years),2000,1.166559688,D_PER_1000_1: Deaths per 1000 children aged 1
Ireland,IRL, Child mortality rate (aged 1-4 years),2005,0.819556111,D_PER_1000_1: Deaths per 1000 children aged 1
