Country,REF_AREA,Indicator,Time period,Maternal Mortality Rate
Ecuador,ECU," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2010,76.16074902
Ecuador,ECU," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2015,65.91205078
Ecuador,ECU," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2017,68.81009996
Ecuador,ECU," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2019,73.79165207
Egypt,EGY," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2000,79.40513258
Egypt,EGY," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2005,57.65885344
Egypt,EGY," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2010,38.17328516
Egypt,EGY," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2015,23.93970141
Egypt,EGY," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2017,19.56629542
Egypt,EGY," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2019,17.7656683
Eritrea,ERI," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2000,734.5926258
Eritrea,ERI," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2005,545.9752688
Eritrea,ERI," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2010,479.7486021
Eritrea,ERI," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2015,398.5271946
Eritrea,ERI," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2017,358.5679619
Eritrea,ERI," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2019,331.5310386
Spain,ESP," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2000,5.038312015
Spain,ESP," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2005,4.489061798
Spain,ESP," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2010,3.919446677
Spain,ESP," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2015,3.880859534
Spain,ESP," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2017,3.971181367
Spain,ESP," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2019,3.167691268
Estonia,EST," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2000,24.84995345
Estonia,EST," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2005,13.02088967
Estonia,EST," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2010,8.112171193
Estonia,EST," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2015,6.123356435
Estonia,EST," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2017,5.605207086
Estonia,EST," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2019,5.065453112
Ethiopia,ETH," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2000,952.8363822
Ethiopia,ETH," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2005,879.8557602
Ethiopia,ETH," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2010,634.7144701
Ethiopia,ETH," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2015,399.1705298
Ethiopia,ETH," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2017,348.3112713
Ethiopia,ETH," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2019,294.0218522
Finland,FIN," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2000,7.459256567
Finland,FIN," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2005,7.737809853
Finland,FIN," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2010,7.024266359
Finland,FIN," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2015,7.260559511
Finland,FIN," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2017,7.290202923
Finland,FIN," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2019,8.53353334
Fiji,FJI," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2000,49.02242314
Fiji,FJI," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2005,45.27982989
Fiji,FJI," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2010,41.56974421
Fiji,FJI," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2015,38.99870796
Fiji,FJI," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2017,36.8322658
Fiji,FJI," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2019,38.16064496
France,FRA," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2000,9.361387196
France,FRA," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2005,8.789566599
France,FRA," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2010,9.256813089
France,FRA," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2015,7.595039586
France,FRA," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2017,7.546536097
France,FRA," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2019,7.731594628
"Micronesia, Federated States of",FSM," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2000,60.10262203
"Micronesia, Federated States of",FSM," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2005,56.89563226
"Micronesia, Federated States of",FSM," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2010,45.73271848
"Micronesia, Federated States of",FSM," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2015,63.77229221
"Micronesia, Federated States of",FSM," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2017,62.65828515
"Micronesia, Federated States of",FSM," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2019,65.16934325
Gabon,GAB," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2000,248.5404193
Gabon,GAB," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2005,239.4148007
Gabon,GAB," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2010,192.8594049
Gabon,GAB," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2015,212.2326987
Gabon,GAB," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2017,217.7964686
Gabon,GAB," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2019,225.4747882
United Kingdom,GBR," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2000,10.97716444
United Kingdom,GBR," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2005,11.04570284
United Kingdom,GBR," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2010,9.53199084
United Kingdom,GBR," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2015,8.391139058
United Kingdom,GBR," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2017,8.518761965
United Kingdom,GBR," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2019,9.223601895
Georgia,GEO," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2000,52.79702942
Georgia,GEO," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2005,45.4314583
Georgia,GEO," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2010,40.97120766
Georgia,GEO," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2015,29.70142652
Georgia,GEO," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2017,25.56853294
Georgia,GEO," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2019,26.46744724
Ghana,GHA," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2000,498.9074232
Ghana,GHA," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2005,389.7517996
Ghana,GHA," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2010,336.9373481
Ghana,GHA," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2015,285.7732293
Ghana,GHA," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2017,273.8880283
Ghana,GHA," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2019,243.8412606
Guinea,GIN," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2000,970.9270174
Guinea,GIN," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2005,845.613652
Guinea,GIN," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2010,740.7000389
Guinea,GIN," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2015,649.119876
Guinea,GIN," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2017,572.1398926
Guinea,GIN," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2019,555.5439802
Gambia,GMB," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2000,777.6816065
Gambia,GMB," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2005,718.4212332
Gambia,GMB," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2010,619.7960849
Gambia,GMB," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2015,534.9441226
Gambia,GMB," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2017,493.6654013
Gambia,GMB," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2019,474.3543744
Guinea-Bissau,GNB," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2000,1300.159536
Guinea-Bissau,GNB," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2005,976.9474373
Guinea-Bissau,GNB," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2010,794.5192578
Guinea-Bissau,GNB," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2015,712.5274656
Guinea-Bissau,GNB," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2017,705.4773092
Guinea-Bissau,GNB," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2019,709.5077587
Equatorial Guinea,GNQ," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2000,426.6288487
Equatorial Guinea,GNQ," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2005,258.2260687
Equatorial Guinea,GNQ," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2010,211.2908153
Equatorial Guinea,GNQ," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2015,201.0244581
Equatorial Guinea,GNQ," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2017,197.0119062
Equatorial Guinea,GNQ," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2019,216.354853
Greece,GRC," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2000,3.849263402
Greece,GRC," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2005,3.210555078
Greece,GRC," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2010,3.431473859
Greece,GRC," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2015,5.363148474
Greece,GRC," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2017,5.849335605
Greece,GRC," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2019,5.961840955
Grenada,GRD," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2000,42.08908159
Grenada,GRD," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2005,31.87681397
Grenada,GRD," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2010,27.34110832
Grenada,GRD," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2015,23.36741322
Grenada,GRD," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2017,23.78117064
Grenada,GRD," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2019,20.48457248
Guatemala,GTM," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2000,151.7943289
Guatemala,GTM," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2005,149.2376666
Guatemala,GTM," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2010,123.3106181
Guatemala,GTM," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2015,106.9188693
Guatemala,GTM," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2017,94.87455709
Guatemala,GTM," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2019,100.2905523
Guyana,GUY," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2000,190.0810594
Guyana,GUY," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2005,171.6738211
Guyana,GUY," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2010,147.8682124
Guyana,GUY," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2015,128.3356258
Guyana,GUY," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2017,123.3312731
Guyana,GUY," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2019,109.7643247
Honduras,HND," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2000,81.89109244
Honduras,HND," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2005,75.10755672
Honduras,HND," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2010,73.23057915
Honduras,HND," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2015,66.90838797
Honduras,HND," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2017,63.95362224
Honduras,HND," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2019,66.63821538
Croatia,HRV," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2000,10.90609397
Croatia,HRV," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2005,9.228105882
Croatia,HRV," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2010,7.236617609
Croatia,HRV," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2015,6.146268031
Croatia,HRV," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2017,5.35671164
Croatia,HRV," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2019,4.532874628
Haiti,HTI," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2000,399.7379504
Haiti,HTI," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2005,362.9248701
Haiti,HTI," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2010,402.890208
Haiti,HTI," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2015,391.0602177
Haiti,HTI," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2017,350.6010885
Haiti,HTI," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2019,348.6659226
Hungary,HUN," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2000,14.58795533
Hungary,HUN," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2005,13.31742563
Hungary,HUN," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2010,15.0020591
Hungary,HUN," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2015,14.78401143
Hungary,HUN," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2017,14.44918775
Hungary,HUN," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2019,14.10704647
Indonesia,IDN," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2000,298.5693455
Indonesia,IDN," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2005,276.1393478
Indonesia,IDN," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2010,218.7579197
Indonesia,IDN," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2015,194.1862111
Indonesia,IDN," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2017,194.0003135
Indonesia,IDN," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2019,158.1706804
India,IND," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2000,384.4476646
India,IND," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2005,285.730576
India,IND," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2010,178.681569
India,IND," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2015,127.6755829
India,IND," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2017,118.6610871
India,IND," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2019,116.3893822
Ireland,IRL," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2000,10.44950626
Ireland,IRL," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2005,8.609851505
Ireland,IRL," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2010,6.548728339
Ireland,IRL," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2015,6.485026801
Ireland,IRL," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2017,5.583386378
Ireland,IRL," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2019,5.523204925
"Iran, Islamic Republic of",IRN," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2000,43.50426537
"Iran, Islamic Republic of",IRN," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2005,30.22402464
"Iran, Islamic Republic of",IRN," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2010,31.56993531
"Iran, Islamic Republic of",IRN," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2015,20.06036577
"Iran, Islamic Republic of",IRN," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2017,18.45986286
"Iran, Islamic Republic of",IRN," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2019,20.87619161
Iraq,IRQ," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2000,116.9386716
Iraq,IRQ," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2005,115.6275095
Iraq,IRQ," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2010,114.8760582
Iraq,IRQ," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2015,101.9389705
Iraq,IRQ," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2017,77.68828423
Iraq,IRQ," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2019,72.77916045
Iceland,ISL," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2000,5.26678317
Iceland,ISL," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2005,4.043861901
Iceland,ISL," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2010,2.926667589
Iceland,ISL," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2015,3.419125347
Iceland,ISL," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2017,2.804972243
Iceland,ISL," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2019,3.122938343
Israel,ISR," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2000,8.57349361
Israel,ISR," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2005,4.07998
Israel,ISR," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2010,2.96403197
Israel,ISR," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2015,2.915262268
Israel,ISR," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2017,2.660997257
Israel,ISR," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2019,2.626955878
Italy,ITA," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2000,10.0731764
Italy,ITA," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2005,7.746451953
Italy,ITA," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2010,6.729222899
Italy,ITA," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2015,6.501606236
Italy,ITA," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2017,6.365893654
Italy,ITA," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2019,4.723680904
Jamaica,JAM," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2000,83.0071549
Jamaica,JAM," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2005,86.15854825
Jamaica,JAM," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2010,87.71298128
Jamaica,JAM," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2015,96.97108086
Jamaica,JAM," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2017,101.4614588
Jamaica,JAM," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2019,93.04639216
Jordan,JOR," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2000,64.33898925
Jordan,JOR," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2005,57.73761926
Jordan,JOR," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2010,46.61684902
Jordan,JOR," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2015,46.13413823
Jordan,JOR," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2017,42.3122759
Jordan,JOR," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2019,41.29181288
Japan,JPN," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2000,8.526690224
Japan,JPN," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2005,7.184747893
Japan,JPN," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2010,5.656953396
Japan,JPN," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2015,4.847284403
Japan,JPN," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2017,5.059918254
Japan,JPN," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2019,4.248915067
Kazakhstan,KAZ," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2000,56.33923177
Kazakhstan,KAZ," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2005,35.53062716
Kazakhstan,KAZ," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2010,19.63788885
Kazakhstan,KAZ," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2015,12.55368332
Kazakhstan,KAZ," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2017,13.40550931
Kazakhstan,KAZ," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2019,14.01698788
Kenya,KEN," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2000,563.7612037
Kenya,KEN," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2005,503.4367583
Kenya,KEN," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2010,475.5000998
Kenya,KEN," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2015,482.9713942
Kenya,KEN," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2017,489.9415813
Kenya,KEN," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2019,502.9165521
Kyrgyzstan,KGZ," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2000,86.86122712
Kyrgyzstan,KGZ," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2005,83.38378775
Kyrgyzstan,KGZ," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2010,71.67822464
Kyrgyzstan,KGZ," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2015,61.29533432
Kyrgyzstan,KGZ," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2017,52.60600595
Kyrgyzstan,KGZ," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2019,47.44020195
Cambodia,KHM," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2000,605.5875341
Cambodia,KHM," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2005,381.7787075
Cambodia,KHM," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2010,276.4002613
Cambodia,KHM," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2015,209.169901
Cambodia,KHM," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2017,203.7509521
Cambodia,KHM," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2019,214.1864057
Kiribati,KIR," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2000,115.9478256
Kiribati,KIR," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2005,117.7351421
Kiribati,KIR," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2010,130.6428703
Kiribati,KIR," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2015,121.3243154
Kiribati,KIR," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2017,111.5865828
Kiribati,KIR," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2019,108.2256924
South Korea,KOR," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2000,15.54110026
South Korea,KOR," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2005,12.40634492
South Korea,KOR," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2010,8.238203869
South Korea,KOR," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2015,6.203879367
South Korea,KOR," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2017,6.18497971
South Korea,KOR," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2019,6.360045261
Kuwait,KWT," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2000,9.892483825
Kuwait,KWT," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2005,9.707776368
Kuwait,KWT," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2010,9.178316224
Kuwait,KWT," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2015,6.79042864
Kuwait,KWT," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2017,6.275013803
Kuwait,KWT," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2019,7.340056063
Lao People's Democratic Republic,LAO," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2000,579.150711
Lao People's Democratic Republic,LAO," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2005,442.2010073
Lao People's Democratic Republic,LAO," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2010,283.5919487
Lao People's Democratic Republic,LAO," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2015,184.3247652
Lao People's Democratic Republic,LAO," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2017,165.5395915
Lao People's Democratic Republic,LAO," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2019,153.3442703
Lebanon,LBN," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2000,31.91757341
Lebanon,LBN," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2005,24.61544662
Lebanon,LBN," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2010,17.99343398
Lebanon,LBN," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2015,19.41914619
Lebanon,LBN," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2017,19.4407843
Lebanon,LBN," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2019,19.5927638
Liberia,LBR," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2000,777.4340907
Liberia,LBR," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2005,676.4739227
Liberia,LBR," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2010,634.1791374
Liberia,LBR," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2015,685.5916562
Liberia,LBR," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2017,661.1335518
Liberia,LBR," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2019,667.9620752
Libya,LBY," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2000,56.70599363
Libya,LBY," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2005,50.1001659
Libya,LBY," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2010,57.46925876
Libya,LBY," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2015,71.18275731
Libya,LBY," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2017,66.89290349
Libya,LBY," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2019,72.49054251
Saint Lucia,LCA," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2000,86.65885775
Saint Lucia,LCA," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2005,81.83926207
Saint Lucia,LCA," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2010,73.3084104
Saint Lucia,LCA," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2015,79.59488089
Saint Lucia,LCA," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2017,63.520174
